PLANT;PURCH_ORD;PN;PURCH_ITEM;PURCH_ORD_QTY;PURCH_DELIV_DATE
71;22.309.905;D002909;22309905/2;10.000;05/02/24
71;22.309.916;F001688;22309916/1;10;22/02/24
71;22.309.918;D007223;22309918/2;160.000;05/01/24
71;22.309.918;D008928;22309918/3;10.300;12/01/24
71;22.309.919;E000227;22309919/1;3.000;02/02/24
71;22.309.920;E004119;22309920/4;360.000;07/02/24
71;22.309.920;E002208;22309920/1;144.000;04/03/24
71;22.309.920;E002269;22309920/2;40.320;02/02/24
71;22.309.922;D007222;22309922/1;165.000;05/01/24
71;22.309.923;D007310;22309923/1;5.000;17/01/24
71;22.309.924;D008930;22309924/2;9.500;16/01/24
71;22.309.924;D008910;22309924/1;9.800;15/01/24
71;22.309.942;F003877;22309942/1;25;19/01/24
71;22.309.943;F003875;22309943/1;150;23/01/24
71;22.309.945;F003879;22309945/1;60;26/01/24
71;22.309.960;D010080;22309960/3;17.000;05/02/24
71;22.309.960;D007159;22309960/1;61.000;13/02/24
71;22.309.960;D008871;22309960/7;29.000;12/02/24
71;22.309.960;D009916;22309960/2;39.500;10/01/24
71;22.309.960;D008237;22309960/6;20.000;04/03/24
71;22.309.960;D010934;22309960/4;21.000;09/01/24
71;22.309.962;D010935;22309962/5;21.000;08/01/24
71;22.309.962;D010583;22309962/3;21.000;10/01/24
71;22.309.962;D009917;22309962/2;39.500;08/01/24
71;22.309.962;D007160;22309962/1;61.000;19/02/24
71;22.309.962;D010081;22309962/4;16.000;01/02/24
71;22.309.963;D005201;22309963/2;2.000;02/02/24
71;22.309.963;D003074;22309963/1;1.100;16/02/24
71;22.309.964;D010247;22309964/2;48.000;15/01/24
71;22.309.964;D010582;22309964/1;21.000;15/01/24
71;22.309.965;D010082;22309965/2;16.000;02/02/24
71;22.309.965;D010248;22309965/1;382.000;16/01/24
71;22.309.968;D009467;22309968/5;45.000;02/04/24
71;22.309.968;D009467;22309968/4;45.000;08/02/24
71;22.309.968;D009778;22309968/6;25.000;10/01/24
71;22.309.968;D008872;22309968/1;29.000;15/02/24
71;22.309.968;D009467;22309968/3;44.000;08/01/24
71;22.309.968;D009843;22309968/8;9.200;22/01/24
71;22.309.969;D010699;22309969/2;83.000;25/01/24
71;22.309.971;D009777;22309971/5;19.100;11/01/24
71;22.309.971;D009466;22309971/4;45.000;04/04/24
71;22.309.971;D009466;22309971/3;45.000;08/02/24
71;22.309.971;D009779;22309971/6;7.350;11/01/24
71;22.309.971;D009447;22309971/1;37.500;08/01/24
71;22.309.971;D009466;22309971/2;43.000;08/01/24
71;22.309.972;D010700;22309972/3;83.000;26/01/24
71;22.309.972;D010458;22309972/1;45.000;01/02/24
71;22.309.973;D010457;22309973/2;42.000;02/02/24
71;22.309.973;D009842;22309973/1;9.100;22/01/24
71;22.309.975;D010098;22309975/1;1.100;02/02/24
71;22.309.976;D010584;22309976/1;22.000;12/01/24
71;22.309.977;D010459;22309977/1;22.500;19/01/24
71;22.309.994;F003876;22309994/1;5;15/01/24
71;22.310.008;E002331;22310008/2;13.000;13/06/24
71;22.310.008;E002331;22310008/1;10.000;13/06/24
71;22.310.010;D011177;22310010/1;82.500;22/01/24
71;22.310.011;E000093;22310011/1;2.000;26/03/24
71;22.310.013;E004127;22310013/2;650;31/01/24
71;22.310.013;E004466;22310013/1;260;27/03/24
71;22.310.014;E004173;22310014/1;600;11/01/24
71;22.310.015;D010634;22310015/2;20.000;14/03/24
71;22.310.015;D010634;22310015/1;15.000;15/01/24
71;22.310.015;D010634;22310015/3;20.000;15/05/24
71;22.310.016;E004346;22310016/1;1.500;14/02/24
71;22.310.017;D011541;22310017/1;20.000;15/01/24
71;22.310.017;D011541;22310017/2;20.000;14/03/24
71;22.310.017;D011541;22310017/3;20.000;03/06/24
71;22.310.020;E002792;22310020/1;27.000;08/01/24
71;22.310.021;F000469;22310021/2;420;10/01/24
71;22.310.024;F003282;22310024/1;30.100;12/02/24
71;22.310.037;F003872;22310037/1;375;19/01/24
71;22.310.037;F003873;22310037/2;1.550;19/01/24
71;22.310.048;E002211;22310048/1;96.000;16/02/24
71;22.310.048;E002211;22310048/2;96.000;15/03/24
71;22.310.048;E002211;22310048/3;96.000;19/03/24
71;22.310.048;E002211;22310048/4;96.000;22/03/24
71;22.310.048;E002211;22310048/5;96.000;17/05/24
71;22.310.048;E002211;22310048/6;96.000;17/06/24
71;22.310.051;E003787;22310051/2;400;21/02/24
71;22.310.052;D011440;22310052/1;36.750;08/01/24
71;22.310.052;D005121;22310052/2;22.000;14/02/24
71;22.310.053;E002559;22310053/1;100;25/01/24
71;22.310.054;E002231;22310054/1;10.368;19/01/24
71;22.310.056;D011518;22310056/2;39.000;10/01/24
71;22.310.056;D011439;22310056/1;35.000;08/01/24
71;22.310.057;D011519;22310057/1;31.500;09/01/24
71;22.310.066;D011623;22310066/4;37.800;09/02/24
71;22.310.074;D010607;22310074/4;16.000;16/01/24
71;22.310.074;D008963;22310074/2;10.500;11/01/24
71;22.310.074;D008964;22310074/3;10.500;11/01/24
71;22.310.074;D008934;22310074/1;20.600;11/01/24
71;22.310.075;D011602;22310075/2;31.000;09/04/24
71;22.310.075;D011542;22310075/1;137.000;09/04/24
71;22.310.076;D008825;22310076/1;550;02/02/24
71;22.310.077;D011047;22310077/5;10.000;01/02/24
71;22.310.077;D010013;22310077/3;9.000;01/02/24
71;22.310.077;D008935;22310077/1;20.600;08/01/24
71;22.310.077;D009480;22310077/2;14.000;19/02/24
71;22.310.077;D011093;22310077/6;18.500;04/03/24
71;22.310.079;D009077;22310079/1;12.000;09/02/24
71;22.310.080;D000943;22310080/1;1.000;10/01/24
71;22.310.081;D009479;22310081/1;14.000;20/02/24
71;22.310.081;D010012;22310081/2;9.500;05/02/24
71;22.310.082;D010210;22310082/3;79.000;31/01/24
71;22.310.082;D011046;22310082/1;9.500;05/02/24
71;22.310.082;D011092;22310082/2;20.000;05/03/24
71;22.310.083;D007195;22310083/1;10;11/01/24
71;22.310.084;E004270;22310084/1;40.000;10/01/24
71;22.310.089;F001010;22310089/1;20;12/01/24
71;22.310.094;D010208;22310094/1;79.000;12/01/24
71;22.310.096;D010958;22310096/5;3.000;10/01/24
71;22.310.096;D010906;22310096/3;10.000;09/01/24
71;22.310.096;D010460;22310096/1;52.500;19/01/24
71;22.310.096;D010908;22310096/4;5.000;11/01/24
71;22.310.097;D010907;22310097/1;10.000;10/01/24
71;22.310.098;D010958;22310098/1;10.500;04/03/24
71;22.310.098;D010977;22310098/3;10.500;04/03/24
71;22.310.098;D010977;22310098/2;3.500;10/01/24
71;22.310.098;D009019;22310098/5;21.000;06/03/24
71;22.310.098;D009024;22310098/4;21.000;11/01/24
71;22.310.110;F000204;22310110/1;10.800;15/01/24
71;22.310.122;A007107;22310122/1;10.800;31/01/24
71;22.310.122;A007106;22310122/2;10.800;31/01/24
71;22.310.142;F003553;22310142/1;15;23/01/24
71;22.310.146;F002520;22310146/1;125;12/01/24
71;22.310.147;F000922;22310147/1;50;16/01/24
71;22.310.154;F003217;22310154/1;40;15/01/24
71;22.310.156;F003555;22310156/1;20;24/01/24
71;22.310.157;F003721;22310157/1;120;09/01/24
71;22.310.159;D008826;22310159/1;550;24/01/24
71;22.310.160;E004507;22310160/1;200;29/01/24
71;22.310.161;D011629;22310161/1;10.500;08/01/24
71;22.310.162;D011630;22310162/1;10.500;19/01/24
71;22.310.169;F003814;22310169/1;675;07/02/24
71;22.310.169;F003814;22310169/2;475;30/04/24
71;22.310.178;F003874;22310178/1;50;19/01/24
71;22.310.181;F002926;22310181/1;50;02/02/24
71;22.310.182;F003662;22310182/2;50;22/01/24
71;22.310.182;F002897;22310182/1;350;10/01/24
71;22.310.187;F000744;22310187/1;10;15/01/24
71;22.310.188;F001568;22310188/1;500;25/01/24
71;22.310.189;F000760;22310189/1;10;12/01/24
71;22.310.189;F002375;22310189/2;10;12/01/24
71;22.310.222;A003925;22310222/2;8.000;16/01/24
71;22.310.222;A003924;22310222/1;14.000;16/01/24
71;22.310.222;A003926;22310222/3;8.000;16/01/24
71;22.310.240;E004165;22310240/1;250;26/01/24
71;22.310.240;E002742;22310240/2;600;26/01/24
71;22.310.241;E003840;22310241/1;400;08/03/24
71;22.310.242;E004280;22310242/3;1.100;17/01/24
71;22.310.242;E003840;22310242/2;500;05/02/24
71;22.310.243;E004242;22310243/1;1.000;16/02/24
71;22.310.244;D002822;22310244/3;2.000;01/02/24
71;22.310.244;D009220;22310244/5;2.500;16/02/24
71;22.310.244;D002469;22310244/2;1.000;19/01/24
71;22.310.244;D000325;22310244/1;2.000;23/01/24
71;22.310.244;D003364;22310244/4;6.000;16/02/24
71;22.310.247;D010609;22310247/2;13.500;15/01/24
71;22.310.247;D011616;22310247/5;21.000;22/01/24
71;22.310.247;D010944;22310247/4;18.500;22/01/24
71;22.310.247;D009703;22310247/3;25.000;16/01/24
71;22.310.248;D009704;22310248/3;25.000;15/01/24
71;22.310.248;D010610;22310248/2;13.000;12/01/24
71;22.310.250;D009705;22310250/1;25.000;12/01/24
71;22.310.251;D011619;22310251/3;17.500;15/01/24
71;22.310.251;D010947;22310251/1;24.000;22/01/24
71;22.310.251;D011321;22310251/2;10.500;08/02/24
71;22.310.251;D011617;22310251/6;21.000;22/01/24
71;22.310.252;D011322;22310252/1;10.500;08/02/24
71;22.310.252;D011152;22310252/5;7.500;15/03/24
71;22.310.252;D011618;22310252/4;17.500;18/01/24
71;22.310.258;F000924;22310258/1;1.200;16/01/24
71;22.310.260;D009606;22310260/2;10.000;14/03/24
71;22.310.260;D009600;22310260/1;19.000;11/03/24
71;22.310.260;D010611;22310260/6;7.300;02/02/24
71;22.310.260;D011267;22310260/8;13.000;14/03/24
71;22.310.260;D008846;22310260/4;8.000;11/01/24
71;22.310.260;D006772;22310260/5;10.000;14/03/24
71;22.310.260;D010973;22310260/7;30.500;09/01/24
71;22.310.260;D008845;22310260/3;9.500;11/01/24
71;22.310.262;D008847;22310262/3;20.000;10/01/24
71;22.310.262;D010974;22310262/6;31.500;08/01/24
71;22.310.262;D006773;22310262/4;10.000;14/03/24
71;22.310.262;D010612;22310262/5;9.000;01/02/24
71;22.310.262;D009607;22310262/2;10.000;14/03/24
71;22.310.262;D011153;22310262/7;8.000;04/03/24
71;22.310.262;D009601;22310262/1;19.000;14/03/24
71;22.310.263;E003133;22310263/1;30.720;04/03/24
71;22.310.264;E002255;22310264/1;22.500;25/05/24
71;22.310.266;E004486;22310266/1;3.500;16/01/24
71;22.310.277;E002335;22310277/3;192.000;19/07/24
71;22.310.277;E002335;22310277/1;192.000;24/04/24
71;22.310.277;E002335;22310277/4;192.000;19/09/24
71;22.310.277;E002335;22310277/2;192.000;24/05/24
71;22.310.288;E002221;22310288/1;288.000;19/04/24
71;22.310.288;E002221;22310288/3;288.000;10/04/24
71;22.310.288;E002221;22310288/4;288.000;10/05/24
71;22.310.288;E002221;22310288/2;288.000;08/03/24
71;22.310.288;E002221;22310288/5;288.000;13/06/24
71;22.310.320;F001698;22310320/2;500;20/02/24
71;22.310.325;F001038;22310325/1;200;12/01/24
71;22.310.326;F000517;22310326/1;50;22/01/24
71;22.310.327;F002029;22310327/1;11.600;15/03/24
71;22.310.328;F002408;22310328/1;1.800;19/01/24
71;22.310.330;F002761;22310330/1;14.000;18/01/24
71;22.310.330;F001247;22310330/2;7.000;18/01/24
71;22.310.339;E004025;22310339/1;192.000;29/01/24
71;22.310.341;D011408;22310341/1;51.500;19/01/24
71;22.310.341;D011255;22310341/2;157.000;24/04/24
71;22.310.342;E004419;22310342/1;700;16/01/24
71;22.310.343;D011517;22310343/1;7.500;10/01/24
71;22.310.344;D002915;22310344/1;3.000;19/01/24
71;22.310.345;E002231;22310345/4;67.392;29/01/24
71;22.310.345;E001937;22310345/2;48.000;15/01/24
71;22.310.345;E000612;22310345/1;24.000;15/01/24
71;22.310.345;E001937;22310345/3;48.000;04/03/24
71;22.310.346;E002255;22310346/1;20.700;30/05/24
71;22.310.349;D004520;22310349/1;16.000;31/12/24
71;22.310.350;D011256;22310350/1;140.000;19/04/24
71;22.310.351;D004617;22310351/2;51.500;11/03/24
71;22.310.351;D004611;22310351/1;63.000;11/03/24
71;22.310.352;D004612;22310352/1;115.000;06/03/24
71;22.310.357;D010058;22310357/1;58.000;08/02/24
71;22.310.362;A006135;22310362/1;8.000;31/01/24
71;22.310.363;A006889;22310363/1;3.840;31/01/24
71;22.310.363;A006889;22310363/2;3.840;31/01/24
71;22.310.370;F000914;22310370/1;150;22/01/24
71;22.310.409;F001615;22310409/1;16.800;18/01/24
71;22.310.409;F001789;22310409/2;16.800;05/02/24
71;22.310.409;F002728;22310409/5;16.800;10/01/24
71;22.310.415;F000098;22310415/3;875;02/02/24
71;22.310.423;D008584;22310423/2;57.000;11/04/24
71;22.310.425;D008575;22310425/2;57.000;15/04/24
71;22.310.426;D008146;22310426/1;29.400;09/01/24
71;22.310.426;D009955;22310426/2;21.000;13/02/24
71;22.310.427;D009957;22310427/2;20.000;02/02/24
71;22.310.427;D008586;22310427/1;57.500;19/01/24
71;22.310.428;D006853;22310428/1;90;10/01/24
71;22.310.429;E002801;22310429/1;56.000;04/04/24
71;22.310.430;E003055;22310430/1;79.360;13/02/24
71;22.310.454;A006135;22310454/1;8.000;31/01/24
71;22.310.476;F003818;22310476/1;30;29/03/24
71;22.310.477;F000323;22310477/1;140;29/02/24
71;22.310.485;F003886;22310485/1;275;09/01/24
71;22.310.487;F003888;22310487/2;60;12/01/24
71;22.310.487;F003887;22310487/1;255;17/01/24
71;22.310.487;F003893;22310487/3;75;12/01/24
71;22.310.490;D003064;22310490/2;45.000;08/02/24
71;22.310.490;D006839;22310490/1;27.000;04/03/24
71;22.310.490;D008330;22310490/3;20.000;22/02/24
71;22.310.491;D003063;22310491/3;13.600;08/02/24
71;22.310.491;D005137;22310491/4;10.500;15/02/24
71;22.310.491;D008948;22310491/1;12.500;05/03/24
71;22.310.491;D008329;22310491/5;20.000;21/02/24
71;22.310.491;D009829;22310491/7;19.750;02/02/24
71;22.310.491;D003062;22310491/2;32.500;08/02/24
71;22.310.491;D009548;22310491/6;80.000;22/02/24
71;22.310.493;E002303;22310493/1;15.000;22/02/24
71;22.310.494;D003428;22310494/2;6.000;13/02/24
71;22.310.494;D007546;22310494/3;1.500;14/02/24
71;22.310.494;D003007;22310494/1;3.000;02/05/24
71;22.310.495;D007512;22310495/2;31.200;12/02/24
71;22.310.495;D011297;22310495/1;91.500;07/03/24
71;22.310.495;D010168;22310495/3;201.800;14/02/24
71;22.310.496;D007513;22310496/1;30.000;09/02/24
71;22.310.498;E000227;22310498/1;3.000;01/03/24
71;22.310.499;E004502;22310499/1;500;17/01/24
71;22.310.502;D011632;22310502/2;100.000;04/03/24
71;22.310.502;D011615;22310502/1;10.500;01/02/24
71;22.310.512;E003707;22310512/1;30.000;02/02/24
71;22.310.517;F000213;22310517/1;640;15/01/24
71;22.310.529;F003541;22310529/1;1.000;08/02/24
71;22.310.545;F001149;22310545/1;75;19/01/24
71;22.310.546;F001189;22310546/5;3.000;22/01/24
71;22.310.546;F000238;22310546/2;1.000;22/01/24
71;22.310.547;F001398;22310547/1;1.000;05/02/24
71;22.310.548;F002159;22310548/1;500;06/02/24
71;22.310.550;F001444;22310550/2;100;11/01/24
71;22.310.550;F001386;22310550/1;50;19/01/24
71;22.310.551;F001788;22310551/1;200;29/01/24
71;22.310.551;F001788;22310551/2;400;15/02/24
71;22.310.552;F000841;22310552/1;480;15/01/24
71;22.310.554;F002398;22310554/1;30;11/01/24
71;22.310.555;F002435;22310555/2;149,7;10/01/24
71;22.310.556;F002455;22310556/2;50;09/01/24
71;22.310.556;F000021;22310556/3;45;08/02/24
71;22.310.556;F002325;22310556/1;50;09/01/24
71;22.310.573;F002938;22310573/1;10;12/01/24
71;22.310.574;F000142;22310574/1;1.440;23/01/24
71;22.310.575;F002175;22310575/1;2.000;12/01/24
71;22.310.578;F000207;22310578/1;1.200;02/02/24
71;22.310.580;F001060;22310580/1;75;11/01/24
71;22.310.591;F001363;22310591/1;250;19/01/24
71;22.310.592;F000010;22310592/1;200;08/02/24
71;22.310.594;F003776;22310594/1;100;09/01/24
71;22.310.594;F003776;22310594/2;25;09/01/24
71;22.310.615;E000242;22310615/1;2.000;20/02/24
71;22.310.616;E002015;22310616/2;32.000;20/02/24
71;22.310.616;E001117;22310616/1;30.976;20/02/24
71;22.310.617;E003169;22310617/1;250;16/01/24
71;22.310.617;E003542;22310617/2;250;29/01/24
71;22.310.617;E004275;22310617/3;1.050;23/02/24
71;22.310.618;E003522;22310618/1;30.000;08/01/24
71;22.310.619;E003704;22310619/1;30.080;31/01/24
71;22.310.620;E003705;22310620/1;30.000;15/01/24
71;22.310.621;E004508;22310621/1;140;05/03/24
71;22.310.623;A002091;22310623/2;1;22/04/24
71;22.310.624;D000008;22310624/1;30.000;20/02/24
71;22.310.625;D007222;22310625/2;33.000;23/02/24
71;22.310.625;D003755;22310625/1;50.000;02/02/24
71;22.310.626;D005284;22310626/1;12.000;02/02/24
71;22.310.626;D006713;22310626/3;47.000;08/02/24
71;22.310.626;D006838;22310626/5;15.500;06/03/24
71;22.310.626;D006713;22310626/4;52.500;11/04/24
71;22.310.626;D005285;22310626/2;3.850;02/02/24
71;22.310.627;D005286;22310627/1;12.000;01/02/24
71;22.310.627;D006714;22310627/3;52.500;08/04/24
71;22.310.627;D006714;22310627/2;46.500;09/02/24
71;22.310.648;D008665;22310648/1;360;31/12/24
71;22.310.649;D009010;22310649/7;10.500;10/01/24
71;22.310.649;D011419;22310649/6;10.300;08/02/24
71;22.310.649;D008004;22310649/8;12.500;02/05/24
71;22.310.649;D011686;22310649/9;39.500;22/01/24
71;22.310.649;D007223;22310649/1;116.000;09/02/24
71;22.310.649;D010169;22310649/5;200.000;26/01/24
71;22.310.649;D008833;22310649/4;26.250;08/02/24
71;22.310.650;E004046;22310650/1;75;25/01/24
71;22.310.651;D009421;22310651/2;30.000;12/01/24
71;22.310.651;D006457;22310651/1;8.000;09/02/24
71;22.310.652;D011685;22310652/5;39.500;07/02/24
71;22.310.652;D009009;22310652/3;10.500;16/01/24
71;22.310.652;D011418;22310652/2;10.000;08/02/24
71;22.310.652;D008003;22310652/4;12.500;03/05/24
71;22.310.653;D010214;22310653/4;60.000;25/01/24
71;22.310.653;D008832;22310653/3;26.250;09/02/24
71;22.310.654;D010170;22310654/1;200.000;25/01/24
71;22.310.654;D003291;22310654/2;250.000;08/03/24
71;22.310.655;D011592;22310655/1;10.500;09/02/24
71;22.310.655;D011361;22310655/2;62.000;11/03/24
71;22.310.658;D011593;22310658/1;10.500;02/02/24
71;22.310.678;E001978;22310678/2;11.000;11/03/24
71;22.310.678;E001978;22310678/1;11.000;10/01/24
71;22.310.690;F002911;22310690/1;68,04;31/01/24
71;22.310.691;F002133;22310691/1;325;17/01/24
71;22.310.698;F002629;22310698/1;160;16/01/24
71;22.310.699;F002897;22310699/1;275;10/01/24
71;22.310.699;F001057;22310699/2;50;10/01/24
71;22.310.700;F000259;22310700/1;25;06/02/24
71;22.310.702;F002775;22310702/1;100;07/02/24
71;22.310.728;D001757;22310728/1;16.200;04/03/24
71;22.310.729;E003319;22310729/1;3.500;02/02/24
71;22.310.729;E003319;22310729/2;3.000;02/02/24
71;22.310.730;E003543;22310730/1;1.800;08/02/24
71;22.310.731;E002297;22310731/1;124.800;15/01/24
71;22.310.731;E002297;22310731/3;249.600;19/04/24
71;22.310.731;E002297;22310731/2;249.600;15/02/24
71;22.310.732;D002938;22310732/1;4.000;17/01/24
71;22.310.732;D008981;22310732/3;40.000;04/04/24
71;22.310.732;D008836;22310732/2;68.000;04/03/24
71;22.310.733;D003300;22310733/1;200.000;28/02/24
71;22.310.735;D006063;22310735/2;51.000;12/02/24
71;22.310.735;D008144;22310735/3;57.000;24/01/24
71;22.310.736;D008145;22310736/1;100.000;24/01/24
71;22.310.736;D008982;22310736/3;40.000;04/04/24
71;22.310.736;D009017;22310736/4;35.000;14/03/24
71;22.310.736;D008837;22310736/2;68.000;04/03/24
71;22.310.737;D008731;22310737/1;16.750;19/03/24
71;22.310.738;D010831;22310738/2;42.000;05/02/24
71;22.310.738;D008904;22310738/1;20.500;04/03/24
71;22.310.739;D008983;22310739/1;30.000;22/03/24
71;22.310.751;A007488;22310751/1;6.500;15/01/24
71;22.310.751;A007488;22310751/4;6.500;15/01/24
71;22.310.751;A007488;22310751/5;6.500;29/01/24
71;22.310.751;A007488;22310751/6;6.500;29/01/24
71;22.310.751;A007488;22310751/3;6.500;15/01/24
71;22.310.751;A007488;22310751/7;6.500;29/01/24
71;22.310.751;A007488;22310751/2;6.500;15/01/24
71;22.310.751;A007488;22310751/8;6.500;29/01/24
71;22.310.757;E003185;22310757/1;8.400;10/01/24
71;22.310.781;F002640;22310781/1;25;26/01/24
71;22.310.789;F000121;22310789/2;3.000;20/02/24
71;22.310.789;F000650;22310789/1;150;10/01/24
71;22.310.790;F002130;22310790/2;10;22/01/24
71;22.310.790;F000679;22310790/1;25;09/01/24
71;22.310.791;F001241;22310791/1;1.000;24/01/24
71;22.310.792;F001054;22310792/1;50;22/01/24
71;22.310.793;D004346;22310793/1;20.200;01/03/24
71;22.310.794;E002306;22310794/1;10.296;06/03/24
71;22.310.795;D010952;22310795/5;52.500;14/03/24
71;22.310.795;D010913;22310795/4;6.300;01/02/24
71;22.310.795;D004345;22310795/1;19.500;04/03/24
71;22.310.795;D011545;22310795/3;29.500;01/02/24
71;22.310.795;D008978;22310795/2;10.000;15/01/24
71;22.310.796;D010912;22310796/5;6.000;08/02/24
71;22.310.796;D004347;22310796/1;17.000;05/03/24
71;22.310.796;D008977;22310796/3;10.000;16/01/24
71;22.310.796;D004348;22310796/2;5.200;04/03/24
71;22.310.796;D011543;22310796/6;31.000;23/01/24
71;22.310.796;D011544;22310796/4;30.000;05/02/24
71;22.310.797;E004467;22310797/1;800;05/02/24
71;22.310.797;E000452;22310797/2;200;17/01/24
71;22.310.798;D010951;22310798/2;41.200;21/03/24
71;22.310.798;D010975;22310798/3;9.500;20/03/24
71;22.310.798;D003651;22310798/1;51.500;08/03/24
71;22.310.799;D008334;22310799/1;1.000;04/03/24
71;22.310.799;D008218;22310799/4;1.500;27/02/24
71;22.310.799;D009223;22310799/2;4.500;04/03/24
71;22.310.799;D008696;22310799/3;3.000;15/03/24
71;22.310.812;E001507;22310812/1;370;14/02/24
71;22.310.814;E001500;22310814/1;1.000;15/02/24
71;22.310.815;E003544;22310815/1;500;23/02/24
71;22.310.816;D008839;22310816/1;20.000;06/03/24
71;22.310.817;D008840;22310817/1;20.000;04/03/24
71;22.310.837;D007224;22310837/1;24.600;09/01/24
71;22.310.839;E002300;22310839/2;360.000;18/03/24
71;22.310.839;E002306;22310839/1;10.296;03/05/24
71;22.310.841;D011111;22310841/3;25.000;19/02/24
71;22.310.841;D005380;22310841/2;18.000;04/03/24
71;22.310.841;D007225;22310841/1;20.000;08/01/24
71;22.310.842;D005379;22310842/1;19.000;04/03/24
71;22.310.842;D010875;22310842/3;7.000;31/01/24
71;22.310.842;D011110;22310842/2;29.000;20/02/24
71;22.310.843;D010937;22310843/1;20.000;05/02/24
71;22.310.854;F001674;22310854/1;10;19/01/24
71;22.310.861;D011614;22310861/1;10.500;02/02/24
71;22.310.868;E004396;22310868/1;1.000;08/03/24
71;22.310.871;F001227;22310871/1;18;17/01/24
71;22.310.873;F001699;22310873/1;220;31/01/24
71;22.310.875;F003441;22310875/1;40;06/02/24
71;22.310.924;F000034;22310924/2;330;17/01/24
